exchange,stock_symbol,date,dividends
AMEX,NZF,2008-08-13,0.064
AMEX,NZF,2008-07-11,0.064
AMEX,NZF,2008-06-11,0.064
AMEX,NZF,2008-05-13,0.064
AMEX,NZF,2008-04-11,0.064
AMEX,NZF,2008-03-12,0.064
AMEX,NZF,2008-02-13,0.064
AMEX,NZF,2008-01-11,0.064
AMEX,NZF,2007-12-12,0.064
AMEX,NZF,2007-11-13,0.064
AMEX,NZF,2007-10-11,0.064
AMEX,NZF,2007-09-12,0.068
AMEX,NZF,2007-08-13,0.068
AMEX,NZF,2007-07-11,0.068
AMEX,NZF,2007-06-13,0.068
AMEX,NZF,2007-05-11,0.071
AMEX,NZF,2007-04-11,0.071
AMEX,NZF,2007-03-13,0.071
AMEX,NZF,2007-02-13,0.073
AMEX,NZF,2007-01-10,0.073
AMEX,NZF,2006-12-13,0.093
AMEX,NZF,2006-11-13,0.073
AMEX,NZF,2006-10-11,0.073
AMEX,NZF,2006-09-13,0.073
AMEX,NZF,2006-08-11,0.073
AMEX,NZF,2006-07-12,0.073
AMEX,NZF,2006-06-13,0.073
AMEX,NZF,2006-05-11,0.077
AMEX,NZF,2006-04-11,0.077
AMEX,NZF,2006-03-13,0.077
AMEX,NZF,2006-02-13,0.077
AMEX,NZF,2006-01-11,0.077
AMEX,NZF,2005-12-13,0.077
AMEX,NZF,2005-11-10,0.077
AMEX,NZF,2005-10-12,0.077
AMEX,NZF,2005-09-13,0.077
AMEX,NZF,2005-08-11,0.081
AMEX,NZF,2005-07-13,0.081
AMEX,NZF,2005-06-13,0.081
AMEX,NZF,2005-05-11,0.081
AMEX,NZF,2005-04-13,0.081
AMEX,NZF,2005-03-11,0.081
AMEX,NZF,2005-02-11,0.081
AMEX,NZF,2005-01-12,0.081
AMEX,NZF,2004-12-13,0.081
AMEX,NZF,2004-11-10,0.081
AMEX,NZF,2004-10-13,0.081
AMEX,NZF,2004-09-13,0.081
AMEX,NZF,2004-08-11,0.081
AMEX,NZF,2004-07-13,0.081
AMEX,NZF,2004-06-14,0.081
AMEX,NZF,2004-05-12,0.081
AMEX,NZF,2004-04-13,0.081
AMEX,NZF,2004-03-11,0.081
AMEX,NZF,2004-02-11,0.081
AMEX,NZF,2004-01-13,0.081
AMEX,NZF,2003-12-11,0.081
AMEX,NZF,2003-11-12,0.079
AMEX,NZF,2003-10-10,0.078
AMEX,NZF,2003-09-11,0.078
AMEX,NZF,2003-08-13,0.078
AMEX,NZF,2003-07-11,0.078
AMEX,NZF,2003-06-11,0.078
AMEX,NZF,2003-05-13,0.078
AMEX,NZF,2003-04-11,0.078
AMEX,NZF,2003-03-12,0.078
AMEX,NZF,2003-02-12,0.076
AMEX,NZF,2003-01-13,0.076
AMEX,NZF,2002-12-11,0.076
AMEX,NZF,2002-11-13,0.076
AMEX,NZF,2002-10-10,0.076
AMEX,NZF,2002-09-11,0.076
AMEX,NZF,2002-08-13,0.076
AMEX,NZF,2002-07-11,0.076
AMEX,NZF,2002-06-12,0.076
AMEX,NZF,2002-05-13,0.076
AMEX,NZF,2002-04-11,0.076
AMEX,NZF,2002-03-13,0.076
AMEX,NZF,2002-02-13,0.076
AMEX,NZF,2002-01-11,0.076
AMEX,NZF,2001-12-12,0.076
AMEX,NZF,2001-11-15,0.076
AMEX,NFM,2010-01-13,0.065
AMEX,NFM,2009-12-11,0.065
AMEX,NFM,2009-11-10,0.063
AMEX,NFM,2009-10-13,0.063
AMEX,NFM,2009-09-11,0.063
AMEX,NFM,2009-08-12,0.06
AMEX,NFM,2009-07-13,0.06
AMEX,NFM,2009-06-11,0.06
AMEX,NFM,2009-05-13,0.06
AMEX,NFM,2009-04-13,0.059
AMEX,NFM,2009-03-11,0.059
AMEX,NFM,2009-02-11,0.059
AMEX,NFM,2009-01-13,0.059
AMEX,NFM,2008-12-11,0.059
AMEX,NFM,2008-11-12,0.059
AMEX,NFM,2008-10-10,0.059
AMEX,NFM,2008-09-11,0.059
AMEX,NFM,2008-08-13,0.059
AMEX,NFM,2008-07-11,0.059
AMEX,NFM,2008-06-11,0.059
AMEX,NFM,2008-05-13,0.059
AMEX,NFM,2008-04-11,0.059
AMEX,NFM,2008-03-12,0.059
AMEX,NFM,2008-02-13,0.059
AMEX,NFM,2008-01-11,0.059
AMEX,NFM,2007-12-12,0.059
AMEX,NFM,2007-11-13,0.059
AMEX,NFM,2007-10-11,0.059
AMEX,NFM,2007-09-12,0.059
AMEX,NFM,2007-08-13,0.059
AMEX,NFM,2007-07-11,0.059
AMEX,NFM,2007-06-13,0.059
AMEX,NFM,2007-05-11,0.062
AMEX,NFM,2007-04-11,0.062
AMEX,NFM,2007-03-13,0.062
AMEX,NFM,2007-02-13,0.062
AMEX,NFM,2007-01-10,0.062
AMEX,NFM,2006-12-13,0.062
AMEX,NFM,2006-11-13,0.062
AMEX,NFM,2006-10-11,0.062
AMEX,NFM,2006-09-13,0.062
AMEX,NFM,2006-08-11,0.065
AMEX,NFM,2006-07-12,0.065
AMEX,NFM,2006-06-13,0.065
AMEX,NFM,2006-05-11,0.068
AMEX,NFM,2006-04-11,0.068
AMEX,NFM,2006-03-13,0.068
AMEX,NFM,2006-02-13,0.072
AMEX,NFM,2006-01-11,0.072
AMEX,NFM,2005-12-13,0.072
AMEX,NFM,2005-11-10,0.072
AMEX,NFM,2005-10-12,0.072
AMEX,NFM,2005-09-13,0.072
AMEX,NFM,2005-08-11,0.072
AMEX,NFM,2005-07-13,0.072
AMEX,NFM,2005-06-13,0.072
AMEX,NFM,2005-05-11,0.076
AMEX,NFM,2005-04-13,0.076
AMEX,NFM,2005-03-11,0.076
AMEX,NFM,2005-02-11,0.079
AMEX,NFM,2005-01-12,0.079
AMEX,NFM,2004-12-13,0.079
AMEX,NFM,2004-11-10,0.079
AMEX,NFM,2004-10-13,0.079
AMEX,NFM,2004-09-13,0.079
AMEX,NFM,2004-08-11,0.079
AMEX,NFM,2004-07-13,0.079
AMEX,NFM,2004-06-14,0.079
AMEX,NFM,2004-05-12,0.079
AMEX,NFM,2004-04-13,0.079
AMEX,NFM,2004-03-11,0.079
AMEX,NFM,2004-02-11,0.079
AMEX,NFM,2004-01-13,0.079
AMEX,NFM,2003-12-11,0.079
AMEX,NFM,2003-11-12,0.079
AMEX,NFM,2003-10-10,0.078
AMEX,NFM,2003-09-11,0.078
AMEX,NFM,2003-08-13,0.075
AMEX,NFM,2003-07-11,0.075
AMEX,NFM,2003-06-11,0.075
AMEX,NFM,2003-05-13,0.073
AMEX,NFM,2003-04-11,0.073
AMEX,NFM,2003-03-12,0.074
AMEX,NFM,2003-02-12,0.071
AMEX,NFM,2003-01-13,0.071
AMEX,NFM,2002-12-11,0.071
AMEX,NFM,2002-11-13,0.07
AMEX,NFM,2002-10-10,0.07
AMEX,NFM,2002-09-11,0.07
AMEX,NFM,2002-08-13,0.07
AMEX,NFM,2002-07-11,0.07
AMEX,NFM,2002-06-12,0.07
AMEX,NFM,2002-05-13,0.07
AMEX,NFM,2002-04-11,0.07
AMEX,NFM,2002-03-13,0.07
AMEX,NFM,2002-02-13,0.07
AMEX,NFM,2002-01-11,0.07
AMEX,NFM,2001-12-12,0.07
AMEX,NFM,2001-11-13,0.07
AMEX,NFM,2001-10-11,0.07
AMEX,NFM,2001-08-13,0.07
AMEX,NFM,2001-07-11,0.07
AMEX,NFM,2001-06-13,0.07
AMEX,NFM,2001-05-11,0.07
AMEX,NFM,2001-04-10,0.07
AMEX,NFM,2001-03-21,0.07
AMEX,NBO,2010-01-27,0.065
AMEX,NBO,2009-12-29,0.065
AMEX,NBO,2009-11-25,0.059
AMEX,NBO,2009-10-28,0.059
AMEX,NBO,2009-09-28,0.059
AMEX,NBO,2009-08-27,0.059
AMEX,NBO,2009-07-29,0.059
AMEX,NBO,2009-06-26,0.053
AMEX,NBO,2009-05-26,0.053
AMEX,NBO,2009-04-28,0.053
AMEX,NBO,2009-03-27,0.053
AMEX,NBO,2009-02-25,0.053
AMEX,NBO,2009-01-28,0.053
AMEX,NBO,2008-12-29,0.053
AMEX,NBO,2008-11-25,0.053
AMEX,NBO,2008-10-29,0.053
AMEX,NBO,2008-09-26,0.053
AMEX,NBO,2008-08-27,0.053
AMEX,NBO,2008-07-29,0.053
AMEX,NBO,2008-06-26,0.053
AMEX,NBO,2008-05-28,0.053
AMEX,NBO,2008-04-28,0.053
AMEX,NBO,2008-03-27,0.053
AMEX,NBO,2008-02-27,0.053
AMEX,NBO,2008-01-29,0.053
AMEX,NBO,2007-12-27,0.053
AMEX,NBO,2007-11-28,0.053
AMEX,NBO,2007-10-29,0.053
AMEX,NBO,2007-09-26,0.053
AMEX,NBO,2007-08-29,0.053
AMEX,NBO,2007-07-27,0.057
AMEX,NBO,2007-06-27,0.057
AMEX,NBO,2007-05-29,0.057
AMEX,NBO,2007-04-26,0.057
AMEX,NBO,2007-03-28,0.057
AMEX,NBO,2007-02-26,0.057
AMEX,NBO,2007-01-29,0.057
AMEX,NBO,2006-12-27,0.057
AMEX,NBO,2006-11-28,0.057
AMEX,NBO,2006-10-24,0.062
AMEX,NBO,2006-09-21,0.062
AMEX,NBO,2006-08-23,0.062
AMEX,NBO,2006-07-25,0.062
AMEX,NBO,2006-06-22,0.062
AMEX,NBO,2006-05-23,0.062
AMEX,NBO,2006-04-25,0.062
AMEX,NBO,2006-03-23,0.062
AMEX,NBO,2006-02-23,0.062
AMEX,NBO,2006-01-25,0.062
AMEX,NBO,2005-12-22,0.065
AMEX,NBO,2005-11-22,0.065
AMEX,NBO,2005-10-25,0.065
AMEX,NBO,2005-09-22,0.065
AMEX,NBO,2005-08-23,0.065
AMEX,NBO,2005-07-21,0.065
AMEX,NBO,2005-06-23,0.065
AMEX,NBO,2005-05-24,0.065
AMEX,NBO,2005-04-21,0.065
AMEX,NBO,2005-03-23,0.065
AMEX,NBO,2005-02-23,0.065
AMEX,NBO,2005-01-26,0.065
AMEX,NBO,2004-12-22,0.065
AMEX,NBO,2004-11-23,0.065
AMEX,NBO,2004-10-21,0.065
AMEX,NBO,2004-09-23,0.065
AMEX,NBO,2004-08-24,0.065
AMEX,NBO,2004-07-22,0.065
AMEX,NBO,2004-06-23,0.065
AMEX,NBO,2004-05-25,0.065
AMEX,NBO,2004-04-22,0.065
AMEX,NBO,2004-03-23,0.065
AMEX,NBO,2004-02-25,0.065
AMEX,NBO,2004-01-22,0.065
AMEX,NBO,2003-12-23,0.065
AMEX,NBO,2003-11-25,0.065
AMEX,NBO,2003-10-23,0.065
AMEX,NBO,2003-09-23,0.065
AMEX,NBO,2003-08-21,0.065
AMEX,NBO,2003-07-23,0.065
AMEX,NBO,2003-06-24,0.065
AMEX,NBO,2003-05-22,0.065
AMEX,NBO,2003-04-23,0.065
AMEX,NBO,2003-03-25,0.065
AMEX,NBO,2003-02-26,0.065
AMEX,NBO,2003-01-23,0.065
AMEX,NBO,2002-12-23,0.065
AMEX,NBO,2002-11-14,0.065
AMEX,NZX,2010-01-13,0.064
AMEX,NZX,2009-12-11,0.064
AMEX,NZX,2009-11-10,0.061
AMEX,NZX,2009-10-13,0.061
AMEX,NZX,2009-09-11,0.061
AMEX,NZX,2009-08-12,0.056
AMEX,NZX,2009-07-13,0.056
AMEX,NZX,2009-06-11,0.056
AMEX,NZX,2009-05-13,0.056
AMEX,NZX,2009-04-13,0.055
AMEX,NZX,2009-03-11,0.055
AMEX,NZX,2009-02-11,0.055
AMEX,NZX,2009-01-13,0.055
AMEX,NZX,2008-12-11,0.055
AMEX,NZX,2008-11-12,0.055
AMEX,NZX,2008-10-10,0.055
AMEX,NZX,2008-09-11,0.055
AMEX,NZX,2008-08-13,0.054
AMEX,NZX,2008-07-11,0.054
AMEX,NZX,2008-06-11,0.054
AMEX,NZX,2008-05-13,0.054
AMEX,NZX,2008-04-11,0.054
AMEX,NZX,2008-03-12,0.054
AMEX,NZX,2008-02-13,0.054
AMEX,NZX,2008-01-11,0.054
AMEX,NZX,2007-12-12,0.054
AMEX,NZX,2007-11-13,0.054
AMEX,NZX,2007-10-11,0.054
AMEX,NZX,2007-09-12,0.054
AMEX,NZX,2007-08-13,0.057
AMEX,NZX,2007-07-11,0.057
AMEX,NZX,2007-06-13,0.057
AMEX,NZX,2007-05-11,0.06
AMEX,NZX,2007-04-11,0.06
AMEX,NZX,2007-03-13,0.06
AMEX,NZX,2007-02-13,0.063
AMEX,NZX,2007-01-10,0.063
AMEX,NZX,2006-12-13,0.063
AMEX,NZX,2006-11-13,0.063
AMEX,NZX,2006-10-11,0.063
AMEX,NZX,2006-09-13,0.063
AMEX,NZX,2006-08-11,0.066
AMEX,NZX,2006-07-12,0.066
AMEX,NZX,2006-06-13,0.066
AMEX,NZX,2006-05-11,0.07
AMEX,NZX,2006-04-11,0.07
AMEX,NZX,2006-03-13,0.07
AMEX,NZX,2006-02-13,0.073
AMEX,NZX,2006-01-11,0.073
AMEX,NZX,2005-12-13,0.073
AMEX,NZX,2005-11-10,0.073
AMEX,NZX,2005-10-12,0.073
AMEX,NZX,2005-09-13,0.073
AMEX,NZX,2005-08-11,0.073
AMEX,NZX,2005-07-13,0.073
AMEX,NZX,2005-06-13,0.073
AMEX,NZX,2005-05-11,0.073
AMEX,NZX,2005-04-13,0.073
AMEX,NZX,2005-03-11,0.073
AMEX,NZX,2005-02-11,0.073
AMEX,NZX,2005-01-12,0.073
AMEX,NZX,2004-12-13,0.081
AMEX,NZX,2004-11-10,0.073
AMEX,NZX,2004-10-13,0.073
AMEX,NZX,2004-09-13,0.073
AMEX,NZX,2004-08-11,0.073
AMEX,NZX,2004-07-13,0.073
AMEX,NZX,2004-06-14,0.073
AMEX,NZX,2004-05-12,0.073
AMEX,NZX,2004-04-13,0.073
AMEX,NZX,2004-03-11,0.073
AMEX,NZX,2004-02-11,0.073
AMEX,NZX,2004-01-13,0.073
AMEX,NZX,2003-12-11,0.087
AMEX,NZX,2003-11-12,0.073
AMEX,NZX,2003-10-10,0.073
AMEX,NZX,2003-09-11,0.073
AMEX,NZX,2003-08-13,0.071
AMEX,NZX,2003-07-11,0.071
AMEX,NZX,2003-06-11,0.071
AMEX,NZX,2003-05-13,0.069
AMEX,NZX,2003-04-11,0.069
AMEX,NZX,2003-03-12,0.07
AMEX,NZX,2003-02-12,0.067
AMEX,NZX,2003-01-13,0.067
AMEX,NZX,2002-12-11,0.194
AMEX,NZX,2002-11-13,0.067
AMEX,NZX,2002-10-10,0.067
AMEX,NZX,2002-09-11,0.067
AMEX,NZX,2002-08-13,0.067
AMEX,NZX,2002-07-11,0.067
AMEX,NZX,2002-06-12,0.067
AMEX,NZX,2002-05-13,0.067
AMEX,NZX,2002-04-11,0.067
AMEX,NZX,2002-03-13,0.067
AMEX,NZX,2002-02-13,0.067
AMEX,NZX,2002-01-11,0.067
AMEX,NZX,2001-12-12,0.067
AMEX,NZX,2001-11-15,0.067
AMEX,NKL,2010-01-13,0.075
AMEX,NKL,2009-12-11,0.075
AMEX,NKL,2009-11-10,0.071
AMEX,NKL,2009-10-13,0.071
AMEX,NKL,2009-09-11,0.071
AMEX,NKL,2009-08-12,0.07
AMEX,NKL,2009-07-13,0.07
AMEX,NKL,2009-06-11,0.07
AMEX,NKL,2009-05-13,0.07
AMEX,NKL,2009-04-13,0.064
AMEX,NKL,2009-03-11,0.064
AMEX,NKL,2009-02-11,0.062
AMEX,NKL,2009-01-13,0.062
AMEX,NKL,2008-12-11,0.099
AMEX,NKL,2008-11-12,0.062
AMEX,NKL,2008-10-10,0.062
AMEX,NKL,2008-09-11,0.062
AMEX,NKL,2008-08-13,0.06
AMEX,NKL,2008-07-11,0.06
AMEX,NKL,2008-06-11,0.06
AMEX,NKL,2008-05-13,0.06
AMEX,NKL,2008-04-11,0.06
AMEX,NKL,2008-03-12,0.06
AMEX,NKL,2008-02-13,0.06
AMEX,NKL,2008-01-11,0.06
AMEX,NKL,2007-12-12,0.082
AMEX,NKL,2007-11-13,0.06
AMEX,NKL,2007-10-11,0.06
AMEX,NKL,2007-09-12,0.062
AMEX,NKL,2007-08-13,0.062
AMEX,NKL,2007-07-11,0.062
AMEX,NKL,2007-06-13,0.062
AMEX,NKL,2007-05-11,0.065
AMEX,NKL,2007-04-11,0.065
AMEX,NKL,2007-03-13,0.065
AMEX,NKL,2007-02-13,0.065
AMEX,NKL,2007-01-10,0.065
AMEX,NKL,2006-12-13,0.068
AMEX,NKL,2006-11-13,0.065
AMEX,NKL,2006-10-11,0.065
AMEX,NKL,2006-09-13,0.065
AMEX,NKL,2006-08-11,0.068
AMEX,NKL,2006-07-12,0.068
AMEX,NKL,2006-06-13,0.068
AMEX,NKL,2006-05-11,0.072
AMEX,NKL,2006-04-11,0.072
AMEX,NKL,2006-03-13,0.072
AMEX,NKL,2006-02-13,0.072
AMEX,NKL,2006-01-11,0.072
AMEX,NKL,2005-12-13,0.072
AMEX,NKL,2005-11-10,0.072
AMEX,NKL,2005-10-12,0.072
AMEX,NKL,2005-09-13,0.072
AMEX,NKL,2005-08-11,0.072
AMEX,NKL,2005-07-13,0.072
AMEX,NKL,2005-06-13,0.072
AMEX,NKL,2005-05-11,0.076
AMEX,NKL,2005-04-13,0.076
AMEX,NKL,2005-03-11,0.076
AMEX,NKL,2005-02-11,0.076
AMEX,NKL,2005-01-12,0.076
AMEX,NKL,2004-12-13,0.126
AMEX,NKL,2004-11-10,0.076
AMEX,NKL,2004-10-13,0.076
AMEX,NKL,2004-09-13,0.076
AMEX,NKL,2004-08-11,0.076
AMEX,NKL,2004-07-13,0.076
AMEX,NKL,2004-06-14,0.076
AMEX,NKL,2004-05-12,0.076
AMEX,NKL,2004-04-13,0.076
AMEX,NKL,2004-03-11,0.076
AMEX,NKL,2004-02-11,0.076
AMEX,NKL,2004-01-13,0.076
AMEX,NKL,2003-12-11,0.201
AMEX,NKL,2003-11-12,0.076
AMEX,NKL,2003-10-10,0.076
AMEX,NKL,2003-09-11,0.076
AMEX,NKL,2003-08-13,0.076
AMEX,NKL,2003-07-11,0.076
AMEX,NKL,2003-06-11,0.076
AMEX,NKL,2003-05-13,0.076
AMEX,NKL,2003-04-11,0.076
AMEX,NKL,2003-03-12,0.076
AMEX,NKL,2003-02-12,0.076
AMEX,NKL,2003-01-13,0.076
AMEX,NKL,2002-12-11,0.128
AMEX,NKL,2002-11-13,0.076
AMEX,NKL,2002-10-10,0.076
AMEX,NKX,2010-01-13,0.066
AMEX,NKX,2009-12-11,0.066
AMEX,NKX,2009-11-10,0.065
AMEX,NKX,2009-10-13,0.065
AMEX,NKX,2009-09-11,0.065
AMEX,NKX,2009-08-12,0.063
AMEX,NKX,2009-07-13,0.063
AMEX,NKX,2009-06-11,0.063
AMEX,NKX,2009-05-13,0.063
AMEX,NKX,2009-04-13,0.059
AMEX,NKX,2009-03-11,0.059
AMEX,NKX,2009-02-11,0.059
AMEX,NKX,2009-01-13,0.059
AMEX,NKX,2008-12-11,0.111
AMEX,NKX,2008-11-12,0.059
AMEX,NKX,2008-10-10,0.059
AMEX,NKX,2008-09-11,0.059
AMEX,NKX,2008-08-13,0.059
AMEX,NKX,2008-07-11,0.059
AMEX,NKX,2008-06-11,0.059
AMEX,NKX,2008-05-13,0.059
AMEX,NKX,2008-04-11,0.059
AMEX,NKX,2008-03-12,0.059
AMEX,NKX,2008-02-13,0.059
AMEX,NKX,2008-01-11,0.059
AMEX,NKX,2007-12-12,0.059
AMEX,NKX,2007-11-13,0.059
AMEX,NKX,2007-10-11,0.059
AMEX,NKX,2007-09-12,0.059
AMEX,NKX,2007-08-13,0.059
AMEX,NKX,2007-07-11,0.059
AMEX,NKX,2007-06-13,0.059
AMEX,NKX,2007-05-11,0.059
AMEX,NKX,2007-04-11,0.059
AMEX,NKX,2007-03-13,0.059
AMEX,NKX,2007-02-13,0.059
AMEX,NKX,2007-01-10,0.059
AMEX,NKX,2006-12-13,0.059
AMEX,NKX,2006-11-13,0.059
AMEX,NKX,2006-10-11,0.059
AMEX,NKX,2006-09-13,0.059
AMEX,NKX,2006-08-11,0.059
AMEX,NKX,2006-07-12,0.059
AMEX,NKX,2006-06-13,0.059
AMEX,NKX,2006-05-11,0.063
AMEX,NKX,2006-04-11,0.063
AMEX,NKX,2006-03-13,0.063
AMEX,NKX,2006-02-13,0.063
AMEX,NKX,2006-01-11,0.063
AMEX,NKX,2005-12-13,0.063
AMEX,NKX,2005-11-10,0.063
AMEX,NKX,2005-10-12,0.063
AMEX,NKX,2005-09-13,0.063
AMEX,NKX,2005-08-11,0.066
AMEX,NKX,2005-07-13,0.066
AMEX,NKX,2005-06-13,0.066
AMEX,NKX,2005-05-11,0.07
AMEX,NKX,2005-04-13,0.07
AMEX,NKX,2005-03-11,0.07
AMEX,NKX,2005-02-11,0.073
AMEX,NKX,2005-01-12,0.073
AMEX,NKX,2004-12-13,0.073
AMEX,NKX,2004-11-10,0.076
AMEX,NKX,2004-10-13,0.076
AMEX,NKX,2004-09-13,0.076
AMEX,NKX,2004-08-11,0.076
AMEX,NKX,2004-07-13,0.076
AMEX,NKX,2004-06-14,0.076
AMEX,NKX,2004-05-12,0.076
AMEX,NKX,2004-04-13,0.076
AMEX,NKX,2004-03-11,0.076
AMEX,NKX,2004-02-11,0.076
AMEX,NKX,2004-01-13,0.076
AMEX,NKX,2003-12-11,0.076
AMEX,NKX,2003-11-12,0.076
AMEX,NKX,2003-10-10,0.076
AMEX,NKX,2003-09-11,0.076
AMEX,NKX,2003-08-13,0.076
AMEX,NKX,2003-07-11,0.076
AMEX,NKX,2003-06-11,0.076
AMEX,NKX,2003-05-13,0.076
AMEX,NKX,2003-04-11,0.076
AMEX,NKX,2003-03-12,0.076
AMEX,NKG,2010-01-13,0.06
AMEX,NKG,2009-12-11,0.06
AMEX,NKG,2009-11-10,0.058
AMEX,NKG,2009-10-13,0.058
AMEX,NKG,2009-09-11,0.058
AMEX,NKG,2009-08-12,0.053
AMEX,NKG,2009-07-13,0.053
AMEX,NKG,2009-06-11,0.053
AMEX,NKG,2009-05-13,0.053
AMEX,NKG,2009-04-13,0.053
AMEX,NKG,2009-03-11,0.053
AMEX,NKG,2009-02-11,0.053
AMEX,NKG,2009-01-13,0.053
AMEX,NKG,2008-12-11,0.053
AMEX,NKG,2008-11-12,0.053
AMEX,NKG,2008-10-10,0.053
AMEX,NKG,2008-09-11,0.053
AMEX,NKG,2008-08-13,0.052
AMEX,NKG,2008-07-11,0.052
AMEX,NKG,2008-06-11,0.052
AMEX,NKG,2008-05-13,0.052
AMEX,NKG,2008-04-11,0.052
AMEX,NKG,2008-03-12,0.052
AMEX,NKG,2008-02-13,0.055
AMEX,NKG,2008-01-11,0.055
AMEX,NKG,2007-12-12,0.055
AMEX,NKG,2007-11-13,0.055
AMEX,NKG,2007-10-11,0.055
AMEX,NKG,2007-09-12,0.055
AMEX,NKG,2007-08-13,0.055
AMEX,NKG,2007-07-11,0.053
AMEX,NKG,2007-06-13,0.053
AMEX,NKG,2007-05-11,0.053
AMEX,NKG,2007-04-11,0.053
AMEX,NKG,2007-03-13,0.053
AMEX,NKG,2007-02-13,0.053
AMEX,NKG,2007-01-10,0.053
AMEX,NKG,2006-12-13,0.053
AMEX,NKG,2006-11-13,0.053
AMEX,NKG,2006-10-11,0.052
AMEX,NKG,2006-09-13,0.052
AMEX,NKG,2006-08-11,0.052
AMEX,NKG,2006-07-12,0.052
AMEX,NKG,2006-06-13,0.052
AMEX,NKG,2006-05-11,0.056
AMEX,NKG,2006-04-11,0.056
AMEX,NKG,2006-03-13,0.056
AMEX,NKG,2006-02-13,0.059
AMEX,NKG,2006-01-11,0.059
AMEX,NKG,2005-12-13,0.059
AMEX,NKG,2005-11-10,0.059
AMEX,NKG,2005-10-12,0.059
AMEX,NKG,2005-09-13,0.059
AMEX,NKG,2005-08-11,0.059
AMEX,NKG,2005-07-13,0.059
AMEX,NKG,2005-06-13,0.059
AMEX,NKG,2005-05-11,0.062
AMEX,NKG,2005-04-13,0.062
AMEX,NKG,2005-03-11,0.062
AMEX,NKG,2005-02-11,0.065
AMEX,NKG,2005-01-12,0.065
AMEX,NKG,2004-12-13,0.065
AMEX,NKG,2004-11-10,0.067
AMEX,NKG,2004-10-13,0.067
AMEX,NKG,2004-09-13,0.067
AMEX,NKG,2004-08-11,0.067
AMEX,NKG,2004-07-13,0.067
AMEX,NKG,2004-06-14,0.067
AMEX,NKG,2004-05-12,0.067
AMEX,NKG,2004-04-13,0.067
AMEX,NKG,2004-03-11,0.067
AMEX,NKG,2004-02-11,0.067
AMEX,NKG,2004-01-13,0.067
AMEX,NKG,2003-12-11,0.089
AMEX,NKG,2003-11-12,0.067
AMEX,NKG,2003-10-10,0.067
AMEX,NKG,2003-09-11,0.067
AMEX,NKG,2003-08-13,0.067
AMEX,NKG,2003-07-11,0.067
AMEX,NKG,2003-06-11,0.067
AMEX,NKG,2003-05-13,0.067
AMEX,NKG,2003-04-11,0.067
AMEX,NKG,2003-03-12,0.067
AMEX,NKG,2003-02-12,0.067
AMEX,NKG,2003-01-13,0.067
AMEX,NKG,2002-12-11,0.067
AMEX,NKG,2002-11-13,0.067
AMEX,NVR,1990-02-23,0.167
AMEX,NVR,1989-10-26,0.23
AMEX,NVR,1989-07-26,0.222
AMEX,NVR,1989-04-19,0.202
AMEX,NVR,1989-02-16,0.192
AMEX,NVR,1988-11-08,0.13
AMEX,NVR,1988-07-26,0.125
AMEX,NVR,1988-03-25,0.08
AMEX,NVR,1987-12-24,0.15
AMEX,NVR,1987-09-25,0.084
AMEX,NOX,2010-01-13,0.05
AMEX,NOX,2009-12-18,0.03
AMEX,NOX,2009-12-11,0.05
AMEX,NOX,2009-11-12,0.05
AMEX,NOX,2009-10-13,0.05
AMEX,NOX,2009-09-11,0.05
AMEX,NOX,2009-08-13,0.05
AMEX,NOX,2009-07-13,0.05
AMEX,NOX,2009-06-11,0.05
AMEX,NOX,2009-05-13,0.05
AMEX,NOX,2009-04-13,0.05
AMEX,NOX,2009-03-12,0.05
AMEX,NOX,2009-02-12,0.05
AMEX,NOX,2009-01-12,0.05
AMEX,NOX,2008-12-11,0.106
AMEX,NOX,2008-11-13,0.106
AMEX,NOX,2008-10-10,0.106
AMEX,NOX,2008-09-11,0.106
AMEX,NOX,2008-08-13,0.106
AMEX,NOX,2008-07-11,0.106
AMEX,NOX,2008-06-12,0.106
AMEX,NOX,2008-05-13,0.106
AMEX,NOX,2008-04-11,0.106
AMEX,NOX,2008-03-13,0.106
AMEX,NOX,2008-02-13,0.106
AMEX,NOX,2008-01-11,0.106
AMEX,NOX,2007-12-13,1.2
AMEX,NOX,2007-11-13,0.106
AMEX,NOX,2007-10-11,0.106
AMEX,NOX,2007-09-13,0.106
AMEX,NOX,2007-08-13,0.106
AMEX,NOX,2007-07-12,0.106
AMEX,NOX,2007-06-13,0.106
AMEX,NOX,2007-05-11,0.106
AMEX,NOX,2007-04-12,0.106
AMEX,NOX,2007-03-13,0.106
AMEX,NOX,2007-02-13,0.106
AMEX,NOX,2007-01-11,0.106
AMEX,NOX,2006-12-13,1.114
AMEX,NOX,2006-11-13,0.106
AMEX,NOX,2006-10-12,0.106
AMEX,NOX,2006-09-13,0.106
AMEX,NOX,2006-08-11,0.106
AMEX,NOX,2006-07-13,0.106
AMEX,NOX,2006-06-13,0.106
AMEX,NOX,2006-05-11,0.106
AMEX,NOX,2006-04-12,0.106
AMEX,NOX,2006-03-13,0.106
AMEX,NOX,2006-02-13,0.106
AMEX,NOX,2006-01-12,0.106
AMEX,NOX,2005-12-22,0.04
AMEX,NOX,2005-12-13,0.106
AMEX,NOX,2005-11-09,0.106
AMEX,NOX,2005-10-12,0.106
AMEX,NOX,2005-09-13,0.106
AMEX,NOX,2005-08-11,0.106
AMEX,NOX,2005-07-12,0.106
